EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,EXPSQ,YEAR,LOGWKS,ID,EXPB,WKSB,OCCB,INDB,SOUTHB,SMSAB,UNIONB,EXPSQB                    
13,49,0,1,1,0,1,0,1,12,1,6.9565500,169,7,3.8918203,253,10,44.4285714,.5714286,.8571429,1,0,1,104    
33,48,1,1,0,0,1,0,0,12,0,6.2265400,1089,1,3.8712010,254,36,44.4285714,1,1,0,0,0,1300                
34,48,1,1,0,0,1,0,0,12,0,6.3099200,1156,2,3.8712010,254,36,44.4285714,1,1,0,0,0,1300                
35,47,1,1,0,0,1,0,0,12,0,6.3969300,1225,3,3.8501476,254,36,44.4285714,1,1,0,0,0,1300                
36,48,1,1,0,0,1,0,0,12,0,6.5294200,1296,4,3.8712010,254,36,44.4285714,1,1,0,0,0,1300                
37,48,1,1,0,0,1,0,0,12,0,6.6120400,1369,5,3.8712010,254,36,44.4285714,1,1,0,0,0,1300                
38,48,1,1,0,0,1,0,0,12,0,6.7044100,1444,6,3.8712010,254,36,44.4285714,1,1,0,0,0,1300                
39,24,1,1,0,0,1,0,0,12,0,6.7262300,1521,7,3.1780538,254,36,44.4285714,1,1,0,0,0,1300                
3,48,1,1,0,0,0,1,0,12,0,6.0520900,9,1,3.8712010,255,6,40.4285714,1,1,0,0,.8571429,40                
4,11,1,1,0,0,0,1,1,12,0,6.0161600,16,2,2.3978953,255,6,40.4285714,1,1,0,0,.8571429,40               
5,37,1,1,0,0,0,1,1,12,0,6.2785200,25,3,3.6109179,255,6,40.4285714,1,1,0,0,.8571429,40               
6,50,1,1,0,0,0,1,1,12,0,6.3681900,36,4,3.9120230,255,6,40.4285714,1,1,0,0,.8571429,40               
7,40,1,1,0,0,0,1,1,12,0,6.4583400,49,5,3.6888795,255,6,40.4285714,1,1,0,0,.8571429,40               
8,47,1,1,0,0,0,1,1,12,0,6.5624400,64,6,3.8501476,255,6,40.4285714,1,1,0,0,.8571429,40               
9,50,1,1,0,0,0,1,1,12,0,6.6306800,81,7,3.9120230,255,6,40.4285714,1,1,0,0,.8571429,40               
5,16,0,0,1,1,1,0,0,16,0,6.2304800,25,1,2.7725887,256,8,43.1428571,0,0,1,1,.8571429,68               
6,39,0,0,1,1,1,0,1,16,0,6.3543700,36,2,3.6635616,256,8,43.1428571,0,0,1,1,.8571429,68               
7,50,0,0,1,1,1,0,1,16,0,6.4997900,49,3,3.9120230,256,8,43.1428571,0,0,1,1,.8571429,68               
8,50,0,0,1,1,1,0,1,16,0,6.6846100,64,4,3.9120230,256,8,43.1428571,0,0,1,1,.8571429,68               
9,50,0,0,1,1,1,0,1,16,0,6.9800800,81,5,3.9120230,256,8,43.1428571,0,0,1,1,.8571429,68               
10,49,0,0,1,1,1,0,1,16,0,7.0030700,100,6,3.8918203,256,8,43.1428571,0,0,1,1,.8571429,68             
11,48,0,0,1,1,1,0,1,16,0,7.0900800,121,7,3.8712010,256,8,43.1428571,0,0,1,1,.8571429,68             
32,47,1,1,0,0,1,0,1,12,0,6.6437900,1024,1,3.8501476,257,35,47,1,1,0,0,1,1229    
33,47,1,1,0,0,1,0,1,12,0,6.7440600,1089,2,3.8501476,257,35,47,1,1,0,0,1,1229    
34,47,1,1,0,0,1,0,1,12,0,6.7990600,1156,3,3.8501476,257,35,47,1,1,0,0,1,1229    
35,47,1,1,0,0,1,0,1,12,0,6.8936600,1225,4,3.8501476,257,35,47,1,1,0,0,1,1229    
36,47,1,1,0,0,1,0,1,12,0,7.0273100,1296,5,3.8501476,257,35,47,1,1,0,0,1,1229    
37,47,1,1,0,0,1,0,1,12,0,7.0647600,1369,6,3.8501476,257,35,47,1,1,0,0,1,1229    
38,47,1,1,0,0,1,0,1,12,0,7.2004200,1444,7,3.8501476,257,35,47,1,1,0,0,1,1229    
25,42,0,0,1,0,0,0,0,17,0,6.5117500,625,1,3.7376696,258,28,45.7142857,0,0,1,0,0,788                  
26,45,0,0,1,0,0,0,0,17,0,6.4952700,676,2,3.8066625,258,28,45.7142857,0,0,1,0,0,788                  
27,47,0,0,1,0,0,0,0,17,0,6.6372600,729,3,3.8501476,258,28,45.7142857,0,0,1,0,0,788                  
28,46,0,0,1,0,0,0,0,17,0,6.6385700,784,4,3.8286414,258,28,45.7142857,0,0,1,0,0,788                  
29,44,0,0,1,0,0,0,0,17,0,6.6945600,841,5,3.7841896,258,28,45.7142857,0,0,1,0,0,788                  
30,51,0,0,1,0,0,0,0,17,0,6.6982700,900,6,3.9318256,258,28,45.7142857,0,0,1,0,0,788                  
31,45,0,0,1,0,0,0,0,17,0,6.9939300,961,7,3.8066625,258,28,45.7142857,0,0,1,0,0,788                  
10,49,1,1,1,0,1,0,0,10,0,5.8579300,100,1,3.8918203,259,13,47.2857143,1,.8571429,1,0,0,173           
11,51,1,1,1,0,1,0,0,10,0,5.8579300,121,2,3.9318256,259,13,47.2857143,1,.8571429,1,0,0,173           
12,28,1,0,1,0,1,0,0,10,0,6.2146100,144,3,3.3322045,259,13,47.2857143,1,.8571429,1,0,0,173           
13,50,1,1,1,0,1,0,0,10,0,6.1841500,169,4,3.9120230,259,13,47.2857143,1,.8571429,1,0,0,173           
14,51,1,1,1,0,1,0,0,10,0,6.2344100,196,5,3.9318256,259,13,47.2857143,1,.8571429,1,0,0,173           
15,50,1,1,1,0,1,0,0,10,0,6.1841500,225,6,3.9120230,259,13,47.2857143,1,.8571429,1,0,0,173           
16,52,1,1,1,0,1,0,0,10,0,6.1675200,256,7,3.9512437,259,13,47.2857143,1,.8571429,1,0,0,173           
10,49,1,0,0,1,1,0,0,12,0,6.5510800,100,1,3.8918203,260,13,48.8571429,.2857143,0,0,1,0,173           
11,50,1,0,0,1,1,0,0,12,0,6.6333200,121,2,3.9120230,260,13,48.8571429,.2857143,0,0,1,0,173           
12,49,0,0,0,1,1,0,0,12,0,6.7452400,144,3,3.8918203,260,13,48.8571429,.2857143,0,0,1,0,173           
13,49,0,0,0,1,1,0,0,12,0,6.9565500,169,4,3.8918203,260,13,48.8571429,.2857143,0,0,1,0,173           
14,48,0,0,0,1,1,0,0,12,0,7.0255400,196,5,3.8712010,260,13,48.8571429,.2857143,0,0,1,0,173           
15,48,0,0,0,1,1,0,0,12,0,7.1507000,225,6,3.8712010,260,13,48.8571429,.2857143,0,0,1,0,173           
16,49,0,0,0,1,1,0,0,12,0,7.3132200,256,7,3.8918203,260,13,48.8571429,.2857143,0,0,1,0,173           
16,37,1,0,1,1,1,0,1,10,0,6.3171600,256,1,3.6109179,261,19,44.8571429,1,0,1,1,1,365                  
17,50,1,0,1,1,1,0,1,10,0,6.3613000,289,2,3.9120230,261,19,44.8571429,1,0,1,1,1,365                  
18,49,1,0,1,1,1,0,1,10,0,6.4297200,324,3,3.8918203,261,19,44.8571429,1,0,1,1,1,365                  
19,37,1,0,1,1,1,0,1,10,0,6.7310200,361,4,3.6109179,261,19,44.8571429,1,0,1,1,1,365                  
20,47,1,0,1,1,1,0,1,10,0,6.8101400,400,5,3.8501476,261,19,44.8571429,1,0,1,1,1,365                  
21,45,1,0,1,1,1,0,1,10,0,6.9517700,441,6,3.8066625,261,19,44.8571429,1,0,1,1,1,365                  
22,49,1,0,1,1,1,0,1,10,0,6.9256000,484,7,3.8918203,261,19,44.8571429,1,0,1,1,1,365                  
12,49,0,0,0,1,1,0,0,16,0,6.8384100,144,1,3.8918203,262,15,49,0,0,0,1,0,229      
13,49,0,0,0,1,1,0,0,16,0,6.8522400,169,2,3.8918203,262,15,49,0,0,0,1,0,229      
14,48,0,0,0,1,1,0,0,16,0,6.9117500,196,3,3.8712010,262,15,49,0,0,0,1,0,229      
15,49,0,0,0,1,1,0,0,16,0,6.9117500,225,4,3.8918203,262,15,49,0,0,0,1,0,229      
16,49,0,0,0,1,1,0,0,16,0,7.3112200,256,5,3.8918203,262,15,49,0,0,0,1,0,229      
17,50,0,0,0,1,1,0,0,16,0,7.1891700,289,6,3.9120230,262,15,49,0,0,0,1,0,229      
18,49,0,0,0,1,1,0,0,16,0,7.3777600,324,7,3.8918203,262,15,49,0,0,0,1,0,229      
10,37,0,1,0,1,0,1,0,12,1,6.1092500,100,1,3.6109179,263,13,43.4285714,.1428571,1,0,1,0,173           
11,33,0,1,0,1,0,1,0,12,1,6.2045600,121,2,3.4965076,263,13,43.4285714,.1428571,1,0,1,0,173           
12,43,0,1,0,1,0,1,0,12,1,6.3716100,144,3,3.7612001,263,13,43.4285714,.1428571,1,0,1,0,173           
13,46,0,1,0,1,0,1,0,12,1,6.3969300,169,4,3.8286414,263,13,43.4285714,.1428571,1,0,1,0,173           
14,48,0,1,0,1,0,1,0,12,1,6.5510800,196,5,3.8712010,263,13,43.4285714,.1428571,1,0,1,0,173           
15,49,0,1,0,1,0,1,0,12,1,6.6025900,225,6,3.8918203,263,13,43.4285714,.1428571,1,0,1,0,173           
16,48,1,1,0,1,0,1,0,12,1,6.6200700,256,7,3.8712010,263,13,43.4285714,.1428571,1,0,1,0,173           
3,48,0,0,0,1,0,1,0,16,0,6.3099200,9,1,3.8712010,264,6,41.1428571,0,0,0,1,0,40   
4,35,0,0,0,1,0,1,0,16,0,6.2915700,16,2,3.5553481,264,6,41.1428571,0,0,0,1,0,40  
5,40,0,0,0,1,0,1,0,16,0,6.3099200,25,3,3.6888795,264,6,41.1428571,0,0,0,1,0,40  
6,36,0,0,0,1,0,1,0,16,0,6.6528600,36,4,3.5835189,264,6,41.1428571,0,0,0,1,0,40  
7,28,0,0,0,1,0,1,0,16,0,6.6200700,49,5,3.3322045,264,6,41.1428571,0,0,0,1,0,40  
8,51,0,0,0,1,0,1,0,16,0,6.5722800,64,6,3.9318256,264,6,41.1428571,0,0,0,1,0,40  
9,50,0,0,0,1,0,1,0,16,0,7.0475200,81,7,3.9120230,264,6,41.1428571,0,0,0,1,0,40  
15,49,1,1,1,1,1,0,1,12,0,6.6783400,225,1,3.8918203,265,18,47.5714286,1,.8571429,1,1,1,328           
16,45,1,1,1,1,1,0,1,12,0,6.7522700,256,2,3.8066625,265,18,47.5714286,1,.8571429,1,1,1,328           
17,48,1,1,1,1,1,0,1,12,0,6.8416200,289,3,3.8712010,265,18,47.5714286,1,.8571429,1,1,1,328           
18,49,1,1,1,1,1,0,1,12,0,6.9565500,324,4,3.8918203,265,18,47.5714286,1,.8571429,1,1,1,328           
19,47,1,1,1,1,1,0,1,12,0,7.0030700,361,5,3.8501476,265,18,47.5714286,1,.8571429,1,1,1,328           
20,48,1,1,1,1,1,0,1,12,0,7.1546200,400,6,3.8712010,265,18,47.5714286,1,.8571429,1,1,1,328           
21,47,1,0,1,1,1,0,1,12,0,7.2152400,441,7,3.8501476,265,18,47.5714286,1,.8571429,1,1,1,328           
21,44,0,0,0,1,1,0,1,17,0,6.9057500,441,1,3.7841896,266,24,42.5714286,0,0,0,1,1,580                  
22,41,0,0,0,1,1,0,1,17,0,6.9057500,484,2,3.7135721,266,24,42.5714286,0,0,0,1,1,580                  
23,43,0,0,0,1,1,0,1,17,0,7.0299700,529,3,3.7612001,266,24,42.5714286,0,0,0,1,1,580                  
24,41,0,0,0,1,1,0,1,17,0,7.0900800,576,4,3.7135721,266,24,42.5714286,0,0,0,1,1,580                  
25,44,0,0,0,1,1,0,1,17,0,7.2078600,625,5,3.7841896,266,24,42.5714286,0,0,0,1,1,580                  
26,43,0,0,0,1,1,0,1,17,0,7.2619300,676,6,3.7612001,266,24,42.5714286,0,0,0,1,1,580                  
27,42,0,0,0,1,1,0,1,17,0,7.2793200,729,7,3.7376696,266,24,42.5714286,0,0,0,1,1,580                  
14,49,1,0,1,1,1,0,1,12,0,6.5596200,196,1,3.8918203,267,17,48,1,0,1,1,1,293      
15,49,1,0,1,1,1,0,1,12,0,6.6012300,225,2,3.8918203,267,17,48,1,0,1,1,1,293      
16,49,1,0,1,1,1,0,1,12,0,6.7322100,256,3,3.8918203,267,17,48,1,0,1,1,1,293      
17,48,1,0,1,1,1,0,1,12,0,6.7912200,289,4,3.8712010,267,17,48,1,0,1,1,1,293      
18,48,1,0,1,1,1,0,1,12,0,6.9077600,324,5,3.8712010,267,17,48,1,0,1,1,1,293      
19,47,1,0,1,1,1,0,1,12,0,7.0030700,361,6,3.8501476,267,17,48,1,0,1,1,1,293      
20,46,1,0,1,1,1,0,1,12,0,7.0900800,400,7,3.8286414,267,17,48,1,0,1,1,1,293      
8,51,1,0,0,0,1,0,0,14,0,5.8971500,64,1,3.9318256,268,11,51,.5714286,0,0,0,0,125 
9,51,1,0,0,0,1,0,0,14,0,6.0799300,81,2,3.9318256,268,11,51,.5714286,0,0,0,0,125 
10,51,1,0,0,0,1,0,0,14,0,5.9814100,100,3,3.9318256,268,11,51,.5714286,0,0,0,0,125                   
11,50,1,0,0,0,1,0,0,14,0,6.3332800,121,4,3.9120230,268,11,51,.5714286,0,0,0,0,125                   
12,51,0,0,0,0,1,0,0,14,0,6.2747600,144,5,3.9318256,268,11,51,.5714286,0,0,0,0,125                   
13,52,0,0,0,0,1,0,0,14,0,6.2045600,169,6,3.9512437,268,11,51,.5714286,0,0,0,0,125                   
14,51,0,0,0,0,1,0,0,14,0,6.5861700,196,7,3.9318256,268,11,51,.5714286,0,0,0,0,125                   
21,50,1,1,0,1,1,0,1,9,0,6.4457200,441,1,3.9120230,269,24,50.4285714,1,1,0,.4285714,1,580            
22,50,1,1,0,1,1,0,1,9,0,6.7452400,484,2,3.9120230,269,24,50.4285714,1,1,0,.4285714,1,580            
23,52,1,1,0,1,0,0,1,9,0,6.8189200,529,3,3.9512437,269,24,50.4285714,1,1,0,.4285714,1,580            
24,51,1,1,0,0,0,0,1,9,0,6.8564600,576,4,3.9318256,269,24,50.4285714,1,1,0,.4285714,1,580            
25,51,1,1,0,0,0,0,1,9,0,7.0030700,625,5,3.9318256,269,24,50.4285714,1,1,0,.4285714,1,580            
26,49,1,1,0,0,0,0,1,9,0,7.0900800,676,6,3.8918203,269,24,50.4285714,1,1,0,.4285714,1,580            
27,50,1,1,0,0,0,0,1,9,0,7.2078600,729,7,3.9120230,269,24,50.4285714,1,1,0,.4285714,1,580            
21,51,0,0,1,1,1,0,0,16,0,6.9057500,441,1,3.9318256,270,24,47.8571429,0,0,1,1,0,580                  
22,49,0,0,1,1,1,0,0,16,0,6.9057500,484,2,3.8918203,270,24,47.8571429,0,0,1,1,0,580                  
23,47,0,0,1,1,1,0,0,16,0,7.9193600,529,3,3.8501476,270,24,47.8571429,0,0,1,1,0,580                  
24,47,0,0,1,1,1,0,0,16,0,8.1315300,576,4,3.8501476,270,24,47.8571429,0,0,1,1,0,580                  
25,47,0,0,1,1,1,0,0,16,0,8.0229000,625,5,3.8501476,270,24,47.8571429,0,0,1,1,0,580                  
26,47,0,0,1,1,1,0,0,16,0,7.9251600,676,6,3.8501476,270,24,47.8571429,0,0,1,1,0,580                  
27,47,0,0,1,1,1,0,0,16,0,7.8450200,729,7,3.8501476,270,24,47.8571429,0,0,1,1,0,580                  
7,50,0,0,1,1,1,0,0,16,0,6.4892000,49,1,3.9120230,271,10,50,0,0,1,1,0,104        
8,50,0,0,1,1,1,0,0,16,0,6.5582000,64,2,3.9120230,271,10,50,0,0,1,1,0,104        
9,50,0,0,1,1,1,0,0,16,0,6.5778600,81,3,3.9120230,271,10,50,0,0,1,1,0,104        
10,50,0,0,1,1,1,0,0,16,0,6.6846100,100,4,3.9120230,271,10,50,0,0,1,1,0,104      
11,50,0,0,1,1,1,0,0,16,0,6.3969300,121,5,3.9120230,271,10,50,0,0,1,1,0,104      
12,50,0,0,1,1,1,0,0,16,0,7.0900800,144,6,3.9120230,271,10,50,0,0,1,1,0,104      
13,50,0,0,1,1,1,0,0,16,0,6.8669300,169,7,3.9120230,271,10,50,0,0,1,1,0,104      
6,49,0,0,0,0,1,0,0,16,0,6.3543700,36,1,3.8918203,272,9,49.5714286,0,0,0,0,0,85  
7,49,0,0,0,0,1,0,0,16,0,6.4457200,49,2,3.8918203,272,9,49.5714286,0,0,0,0,0,85  
8,51,0,0,0,0,1,0,0,16,0,6.8023900,64,3,3.9318256,272,9,49.5714286,0,0,0,0,0,85  
9,49,0,0,0,0,1,0,0,16,0,6.8023900,81,4,3.8918203,272,9,49.5714286,0,0,0,0,0,85  
10,49,0,0,0,0,1,0,0,16,0,6.9077600,100,5,3.8918203,272,9,49.5714286,0,0,0,0,0,85                    
11,50,0,0,0,0,1,0,0,16,0,6.9660200,121,6,3.9120230,272,9,49.5714286,0,0,0,0,0,85                    
12,50,0,0,0,0,1,0,0,16,0,7.0900800,144,7,3.9120230,272,9,49.5714286,0,0,0,0,0,85                    
24,50,1,1,0,1,1,0,1,12,1,6.3117300,576,1,3.9120230,273,27,47,.8571429,1,0,1,1,733                   
25,40,1,1,0,1,1,0,1,12,1,6.5453500,625,2,3.6888795,273,27,47,.8571429,1,0,1,1,733                   
26,50,1,1,0,1,1,0,1,12,1,6.5638600,676,3,3.9120230,273,27,47,.8571429,1,0,1,1,733                   
27,47,1,1,0,1,1,0,1,12,1,6.6320000,729,4,3.8501476,273,27,47,.8571429,1,0,1,1,733                   
28,48,1,1,0,1,1,0,1,12,1,6.8023900,784,5,3.8712010,273,27,47,.8571429,1,0,1,1,733                   
29,48,0,1,0,1,1,0,1,12,1,6.8416200,841,6,3.8712010,273,27,47,.8571429,1,0,1,1,733                   
30,46,1,1,0,1,1,0,1,12,1,6.8977000,900,7,3.8286414,273,27,47,.8571429,1,0,1,1,733                   
14,49,0,0,0,1,1,0,0,17,0,6.6424900,196,1,3.8918203,274,17,48.4285714,0,0,0,1,0,293                  
15,48,0,0,0,1,1,0,0,17,0,6.7534400,225,2,3.8712010,274,17,48.4285714,0,0,0,1,0,293                  
16,49,0,0,0,1,1,0,0,17,0,6.8178300,256,3,3.8918203,274,17,48.4285714,0,0,0,1,0,293                  
17,48,0,0,0,1,1,0,0,17,0,6.9147300,289,4,3.8712010,274,17,48.4285714,0,0,0,1,0,293                  
18,49,0,0,0,1,1,0,0,17,0,6.9565500,324,5,3.8918203,274,17,48.4285714,0,0,0,1,0,293                  
19,48,0,0,0,1,1,0,0,17,0,7.0157100,361,6,3.8712010,274,17,48.4285714,0,0,0,1,0,293                  
20,48,0,0,0,1,1,0,0,17,0,7.0942300,400,7,3.8712010,274,17,48.4285714,0,0,0,1,0,293                  
1,30,0,0,0,1,1,0,0,17,0,6.2146100,1,1,3.4011974,275,4,47,0,0,0,1,0,20           
2,50,0,0,0,1,1,0,0,17,0,6.1737900,4,2,3.9120230,275,4,47,0,0,0,1,0,20           
3,50,0,0,0,1,1,0,0,17,0,6.3543700,9,3,3.9120230,275,4,47,0,0,0,1,0,20           
4,50,0,0,0,1,1,0,0,17,0,6.5510800,16,4,3.9120230,275,4,47,0,0,0,1,0,20          
5,50,0,0,0,1,1,0,0,17,0,6.4536200,25,5,3.9120230,275,4,47,0,0,0,1,0,20          
6,50,0,0,0,1,1,0,0,17,0,6.2146100,36,6,3.9120230,275,4,47,0,0,0,1,0,20          
7,49,0,0,0,1,1,0,0,17,0,7.8240500,49,7,3.8918203,275,4,47,0,0,0,1,0,20          
4,51,1,1,0,1,1,0,1,12,0,6.5525100,16,1,3.9318256,276,7,49.1428571,1,1,0,1,1,53  
5,52,1,1,0,1,1,0,1,12,0,6.6200700,25,2,3.9512437,276,7,49.1428571,1,1,0,1,1,53  
6,51,1,1,0,1,1,0,1,12,0,6.6846100,36,3,3.9318256,276,7,49.1428571,1,1,0,1,1,53  
7,43,1,1,0,1,1,0,1,12,0,6.7238300,49,4,3.7612001,276,7,49.1428571,1,1,0,1,1,53  
8,50,1,1,0,1,1,0,1,12,0,6.8243700,64,5,3.9120230,276,7,49.1428571,1,1,0,1,1,53  
9,48,1,1,0,1,1,0,1,12,0,6.9565500,81,6,3.8712010,276,7,49.1428571,1,1,0,1,1,53  
10,49,1,1,0,1,1,0,1,12,0,7.0030700,100,7,3.8918203,276,7,49.1428571,1,1,0,1,1,53                    
33,47,0,0,1,0,1,0,0,8,0,6.4216200,1089,1,3.8501476,277,36,47,.8571429,0,1,0,0,1300                  
34,48,1,0,1,0,1,0,0,8,0,6.4892000,1156,2,3.8712010,277,36,47,.8571429,0,1,0,0,1300                  
35,46,1,0,1,0,1,0,0,8,0,6.7202200,1225,3,3.8286414,277,36,47,.8571429,0,1,0,0,1300                  
36,47,1,0,1,0,1,0,0,8,0,6.7696400,1296,4,3.8501476,277,36,47,.8571429,0,1,0,0,1300                  
37,47,1,0,1,0,1,0,0,8,0,6.8023900,1369,5,3.8501476,277,36,47,.8571429,0,1,0,0,1300                  
38,47,1,0,1,0,1,0,0,8,0,6.8773000,1444,6,3.8501476,277,36,47,.8571429,0,1,0,0,1300                  
39,47,1,0,1,0,1,0,0,8,0,6.9957700,1521,7,3.8501476,277,36,47,.8571429,0,1,0,0,1300                  
7,51,0,0,1,1,1,0,0,15,0,6.9057500,49,1,3.9318256,278,10,49.1428571,0,.2857143,.2857143,.2857143,0,104                   
8,49,0,1,1,1,1,0,0,15,0,6.9057500,64,2,3.8918203,278,10,49.1428571,0,.2857143,.2857143,.2857143,0,104                   
9,49,0,0,0,0,1,0,0,15,0,7.1701200,81,3,3.8918203,278,10,49.1428571,0,.2857143,.2857143,.2857143,0,104                   
10,49,0,0,0,0,1,0,0,15,0,7.2827600,100,4,3.8918203,278,10,49.1428571,0,.2857143,.2857143,.2857143,0,104                 
11,48,0,0,0,0,1,0,0,15,0,7.3620100,121,5,3.8712010,278,10,49.1428571,0,.2857143,.2857143,.2857143,0,104                 
12,50,0,0,0,0,1,0,0,15,0,7.3349800,144,6,3.9120230,278,10,49.1428571,0,.2857143,.2857143,.2857143,0,104                 
13,48,0,1,0,0,1,0,0,15,0,7.4753400,169,7,3.8712010,278,10,49.1428571,0,.2857143,.2857143,.2857143,0,104                 
15,50,1,0,0,1,1,0,1,12,0,6.5736800,225,1,3.9120230,279,18,49,1,0,0,1,1,328      
16,48,1,0,0,1,1,0,1,12,0,6.6796000,256,2,3.8712010,279,18,49,1,0,0,1,1,328      
17,49,1,0,0,1,1,0,1,12,0,6.8585700,289,3,3.8918203,279,18,49,1,0,0,1,1,328      
18,49,1,0,0,1,1,0,1,12,0,6.8426800,324,4,3.8918203,279,18,49,1,0,0,1,1,328      
19,49,1,0,0,1,1,0,1,12,0,6.9679100,361,5,3.8918203,279,18,49,1,0,0,1,1,328      
20,49,1,0,0,1,1,0,1,12,0,7.1309000,400,6,3.8918203,279,18,49,1,0,0,1,1,328      
21,49,1,0,0,1,1,0,1,12,0,7.1899200,441,7,3.8918203,279,18,49,1,0,0,1,1,328      
29,52,0,0,0,1,1,0,1,13,0,6.0520900,841,1,3.9512437,280,32,49,.4285714,0,0,1,1,1028                  
30,46,0,0,0,1,1,0,1,13,0,6.0520900,900,2,3.8286414,280,32,49,.4285714,0,0,1,1,1028                  
31,51,1,0,0,1,1,0,1,13,0,6.1092500,961,3,3.9318256,280,32,49,.4285714,0,0,1,1,1028                  
32,49,1,0,0,1,1,0,1,13,0,6.2146100,1024,4,3.8918203,280,32,49,.4285714,0,0,1,1,1028                 
33,48,1,0,0,1,1,0,1,13,0,6.2634000,1089,5,3.8712010,280,32,49,.4285714,0,0,1,1,1028                 
34,47,0,0,0,1,1,0,1,13,0,6.2634000,1156,6,3.8501476,280,32,49,.4285714,0,0,1,1,1028                 
35,50,0,0,0,1,1,0,1,13,0,6.3099200,1225,7,3.9120230,280,32,49,.4285714,0,0,1,1,1028                 
5,36,1,1,0,1,1,0,1,12,0,6.5308800,25,1,3.5835189,281,8,47.7142857,1,1,0,1,1,68  
6,50,1,1,0,1,1,0,1,12,0,6.5596200,36,2,3.9120230,281,8,47.7142857,1,1,0,1,1,68  
7,49,1,1,0,1,1,0,1,12,0,6.5806400,49,3,3.8918203,281,8,47.7142857,1,1,0,1,1,68  
8,50,1,1,0,1,1,0,1,12,0,6.7238300,64,4,3.9120230,281,8,47.7142857,1,1,0,1,1,68  
9,50,1,1,0,1,1,0,1,12,0,6.8762600,81,5,3.9120230,281,8,47.7142857,1,1,0,1,1,68  
10,50,1,1,0,1,1,0,1,12,0,6.9754100,100,6,3.9120230,281,8,47.7142857,1,1,0,1,1,68                    
11,49,1,1,0,1,1,0,1,12,0,7.0030700,121,7,3.8918203,281,8,47.7142857,1,1,0,1,1,68                    
18,48,0,1,0,1,1,0,0,17,0,6.7452400,324,1,3.8712010,282,21,47.8571429,0,1,0,1,0,445                  
19,48,0,1,0,1,1,0,0,17,0,6.7452400,361,2,3.8712010,282,21,47.8571429,0,1,0,1,0,445                  
20,49,0,1,0,1,1,0,0,17,0,6.8134400,400,3,3.8918203,282,21,47.8571429,0,1,0,1,0,445                  
21,49,0,1,0,1,1,0,0,17,0,6.8511800,441,4,3.8918203,282,21,47.8571429,0,1,0,1,0,445                  
22,48,0,1,0,1,1,0,0,17,0,7.0255400,484,5,3.8712010,282,21,47.8571429,0,1,0,1,0,445                  
23,45,0,1,0,1,1,0,0,17,0,7.0900800,529,6,3.8066625,282,21,47.8571429,0,1,0,1,0,445                  
24,48,0,1,0,1,1,0,0,17,0,7.2793200,576,7,3.8712010,282,21,47.8571429,0,1,0,1,0,445                  
44,50,1,0,0,1,1,0,1,9,0,6.9057500,1936,1,3.9120230,283,47,49.8571429,.1428571,0,0,1,1,2213          
45,51,0,0,0,1,1,0,1,9,0,6.2146100,2025,2,3.9318256,283,47,49.8571429,.1428571,0,0,1,1,2213          
46,50,0,0,0,1,1,0,1,9,0,7.1309000,2116,3,3.9120230,283,47,49.8571429,.1428571,0,0,1,1,2213          
47,50,0,0,0,1,1,0,1,9,0,6.9077600,2209,4,3.9120230,283,47,49.8571429,.1428571,0,0,1,1,2213          
48,50,0,0,0,1,1,0,1,9,0,7.3132200,2304,5,3.9120230,283,47,49.8571429,.1428571,0,0,1,1,2213          
49,49,0,0,0,1,1,0,1,9,0,7.4673700,2401,6,3.8918203,283,47,49.8571429,.1428571,0,0,1,1,2213          
50,49,0,0,0,1,1,0,1,9,0,7.3132200,2500,7,3.8918203,283,47,49.8571429,.1428571,0,0,1,1,2213          
29,49,0,0,0,1,1,0,1,12,0,6.4441300,841,1,3.8918203,284,32,48.2857143,0,0,0,1,1,1028                 
30,46,0,0,0,1,1,0,1,12,0,6.4536200,900,2,3.8286414,284,32,48.2857143,0,0,0,1,1,1028                 
31,49,0,0,0,1,1,0,1,12,0,6.5206200,961,3,3.8918203,284,32,48.2857143,0,0,0,1,1,1028                 
32,48,0,0,0,1,1,0,1,12,0,6.7274300,1024,4,3.8712010,284,32,48.2857143,0,0,0,1,1,1028                
33,49,0,0,0,1,1,0,1,12,0,6.5916700,1089,5,3.8918203,284,32,48.2857143,0,0,0,1,1,1028                
34,49,0,0,0,1,1,0,1,12,0,6.7381500,1156,6,3.8918203,284,32,48.2857143,0,0,0,1,1,1028                
35,48,0,0,0,1,1,0,1,12,0,6.7742200,1225,7,3.8712010,284,32,48.2857143,0,0,0,1,1,1028                
5,49,0,0,0,1,1,0,0,12,0,6.4831100,25,1,3.8918203,285,8,48.2857143,.2857143,0,0,1,0,68               
6,47,1,0,0,1,1,0,0,12,0,6.5323300,36,2,3.8501476,285,8,48.2857143,.2857143,0,0,1,0,68               
7,49,0,0,0,1,1,0,0,12,0,6.7522700,49,3,3.8918203,285,8,48.2857143,.2857143,0,0,1,0,68               
8,49,0,0,0,1,1,0,0,12,0,6.8001700,64,4,3.8918203,285,8,48.2857143,.2857143,0,0,1,0,68               
9,48,0,0,0,1,1,0,0,12,0,6.7592600,81,5,3.8712010,285,8,48.2857143,.2857143,0,0,1,0,68               
